Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR012910:Plug_dom	18	9.230769230769232	1.1607763398486984E-8	7330946, 7330614, 7333309, 7329996, 7329797, 7333380, 7329997, 7329898, 7333562, 7332594, 7331341, 7329783, 7330256, 7332846, 7331526, 7330843, 7330214, 7331325	177	63	3317	5.354317998385795	6.871772372130103E-6	2.290598643968098E-6	2.2828601350357733E-6
GOTERM_CC_DIRECT	GO:1990904~ribonucleoprotein complex	17	8.717948717948717	1.546446198430129E-8	7333050, 7329844, 7333044, 7332220, 7332221, 7330170, 7333053, 7331467, 7331896, 7330774, 7330773, 7330485, 7332208, 7332124, 7333038, 7331206, 7331204	105	41	1312	5.180952380952381	3.711470203393574E-7	1.8557354381161548E-7	1.6237685083516354E-7
UP_KW_MOLECULAR_FUNCTION	KW-0687~Ribonucleoprotein	17	8.717948717948717	1.5597387840837826E-8	7333050, 7329844, 7333044, 7332220, 7332221, 7330484, 7333041, 7333053, 7331467, 7331896, 7330773, 7330485, 7332208, 7332124, 7333048, 7331206, 7331204	110	51	1781	5.3969696969696965	5.303110496290842E-7	5.30311186588486E-7	5.30311186588486E-7
INTERPRO	IPR000531:TonB-dep_rcpt_b-brl	17	8.717948717948717	5.0025885421784676E-8	7330946, 7330614, 7333309, 7329996, 7329797, 7333380, 7329997, 7333562, 7332594, 7331341, 7329783, 7330256, 7332846, 7331526, 7330843, 7330214, 7331325	177	61	3317	5.222654441048439	2.9614886388307227E-5	7.403831042424132E-6	7.37881809971324E-6
GOTERM_CC_DIRECT	GO:0005840~ribosome	17	8.717948717948717	7.423962540658374E-8	7333050, 7329844, 7333044, 7332220, 7332221, 7330170, 7333053, 7331467, 7331896, 7330774, 7330773, 7330485, 7332208, 7332124, 7333038, 7331206, 7331204	105	45	1312	4.72042328042328	1.7817494895044916E-6	5.939170032526699E-7	5.196773778460861E-7
UP_KW_MOLECULAR_FUNCTION	KW-0689~Ribosomal protein	16	8.205128205128204	9.097032782422039E-8	7333050, 7329844, 7333044, 7332220, 7332221, 7330484, 7333041, 7333053, 7331467, 7330773, 7330485, 7332208, 7332124, 7333048, 7331206, 7331204	110	50	1781	5.1810909090909085	3.092986503472339E-6	1.5464955730117465E-6	1.5464955730117465E-6
UP_SEQ_FEATURE	DOMAIN:TonB-dependent receptor plug	16	8.205128205128204	1.0040489351717509E-7	7330946, 7330614, 7333309, 7329797, 7333380, 7329997, 7329898, 7333562, 7332594, 7331341, 7330256, 7332846, 7331526, 7330843, 7330214, 7331325	151	59	2976	5.344707599057133	1.556263817625858E-5	1.556275849516214E-5	1.556275849516214E-5
UP_SEQ_FEATURE	DOMAIN:TonB-dependent receptor-like beta-barrel	15	7.6923076923076925	4.390203164982475E-7	7330946, 7330614, 7333309, 7329797, 7333380, 7329997, 7333562, 7332594, 7331341, 7330256, 7332846, 7331526, 7330843, 7330214, 7331325	151	57	2976	5.186476124085047	6.804584877795339E-5	3.402407452861418E-5	3.402407452861418E-5
UP_KW_DOMAIN	KW-0798~TonB box	17	8.717948717948717	4.887227539754602E-7	7330946, 7330614, 7333309, 7329996, 7329797, 7333380, 7329997, 7333562, 7332594, 7331341, 7329783, 7330256, 7332846, 7331526, 7330843, 7330214, 7331325	85	61	1289	4.226229508196721	5.375937156548716E-6	1.7919834312433541E-6	1.7919834312433541E-6
UP_KW_MOLECULAR_FUNCTION	KW-0675~Receptor	18	9.230769230769232	5.628995613741732E-7	7330946, 7330614, 7333309, 7329996, 7329797, 7333380, 7329997, 7329898, 7333562, 7332594, 7331341, 7329783, 7330256, 7332846, 7331526, 7330843, 7330214, 7331325	110	72	1781	4.047727272727273	1.9138407332697227E-5	6.37952836224063E-6	6.37952836224063E-6
UP_KW_MOLECULAR_FUNCTION	KW-0699~rRNA-binding	13	6.666666666666667	7.710235206968914E-7	7333050, 7333044, 7330094, 7332220, 7330484, 7333041, 7333053, 7330485, 7332208, 7332124, 7333048, 7331206, 7331204	110	37	1781	5.688697788697788	2.621446620465484E-5	6.553699925923577E-6	6.553699925923577E-6
GOTERM_MF_DIRECT	GO:0019843~rRNA binding	12	6.153846153846154	2.54641292918126E-6	7333044, 7330094, 7330484, 7333041, 7333053, 7330774, 7333050, 7332124, 7333048, 7333038, 7331206, 7331204	128	38	2353	5.8050986842105265	3.10614522215813E-4	1.5533118868005686E-4	1.5405798221546622E-4
UP_KW_MOLECULAR_FUNCTION	KW-0694~RNA-binding	14	7.179487179487179	5.447731290417062E-5	7333050, 7333044, 7332220, 7330484, 7333041, 7333053, 7331896, 7330485, 7332208, 7332124, 7333048, 7333038, 7331206, 7331204	110	62	1781	3.6560117302052784	0.0018505646825613953	3.704457277483602E-4	3.704457277483602E-4
KEGG_PATHWAY	ccs00190:Oxidative phosphorylation	14	7.179487179487179	5.86001611386772E-5	7329733, 7332891, 7332195, 7332196, 7331247, 7332558, 7332514, 7331399, 7332515, 7331398, 7333345, 7333357, 7332510, 7332511	92	53	1235	3.545939294503692	0.0040353655372513675	0.002021705559284363	0.002021705559284363
GOTERM_MF_DIRECT	GO:0004129~cytochrome-c oxidase activity	5	2.564102564102564	2.497608232653007E-4	7332514, 7331399, 7332515, 7331398, 7332510	128	7	2353	13.130580357142858	0.03001495611679239	0.010156940146122227	0.010073686538367129
GOTERM_BP_DIRECT	GO:0006099~tricarboxylic acid cycle	7	3.5897435897435894	5.256509877308478E-4	7331041, 7331040, 7330123, 7331966, 7333445, 7329733, 7331039	96	17	1417	6.077818627450981	0.0391721078330759	0.01971191203990679	0.01971191203990679
UP_SEQ_FEATURE	REGION:Disordered	52	26.666666666666668	6.62019133205456E-4	17829447, 7332903, 7329978, 7331063, 7333044, 7332594, 7330094, 7333041, 7329692, 7332195, 7330774, 7332558, 7330773, 7332514, 7330530, 7332515, 7330216, 7332555, 7331744, 7331171, 7329783, 7332348, 7331652, 7330244, 7330888, 7333038, 7331899, 7330964, 7332423, 7330747, 7333583, 7332451, 7331880, 7332294, 7331247, 7332416, 7332417, 7333345, 7333026, 7331206, 7331325, 7331204, 7330735, 7331989, 7329844, 7332000, 7333053, 7330785, 7330268, 7332766, 7330388, 7331999	151	671	2976	1.527343788553212	0.0975544712193196	0.03420432188228189	0.03420432188228189
UP_KW_BIOLOGICAL_PROCESS	KW-0816~Tricarboxylic acid cycle	5	2.564102564102564	0.0010201040197896799	7330123, 7331966, 7333445, 7329733, 7331039	63	7	788	8.93424036281179	0.02817301665570593	0.014281456277055519	0.013771404267160678
UP_KW_BIOLOGICAL_PROCESS	KW-0592~Phosphate transport	4	2.051282051282051	0.0017571598596669493	7330749, 7330748, 7330747, 7330745	63	4	788	12.507936507936508	0.048050939333506126	0.01640015869022486	0.015814438737002542
INTERPRO	IPR039426:TonB-dep_rcpt-like	8	4.102564102564102	0.002366247451543807	7332594, 7330614, 7330256, 7332846, 7333380, 7330843, 7333104, 7332864	177	36	3317	4.164469554300063	0.7540134580357493	0.28016369826278675	0.2792171992821692
UP_SEQ_FEATURE	DOMAIN:Flagellin N-terminal	4	2.051282051282051	0.003782100867849522	7333201, 7329870, 7329872, 7333202	151	7	2976	11.262062440870388	0.4441945854901751	0.14655640862916897	0.14655640862916897
KEGG_PATHWAY	ccs00020:Citrate cycle (TCA cycle)	7	3.5897435897435894	0.0038630394322975684	7331041, 7331040, 7330123, 7331966, 7333445, 7329733, 7331039	92	22	1235	4.271245059288538	0.23437738215254944	0.08884990694284407	0.08884990694284407
INTERPRO	IPR001029:Flagellin_N	4	2.051282051282051	0.004387409128706304	7333201, 7329870, 7329872, 7333202	177	7	3317	10.708635996771589	0.925953405994455	0.4328910340323554	0.4314285643227866
UP_SEQ_FEATURE	DOMAIN:Flagellin C-terminal	4	2.051282051282051	0.00582905378357481	7333201, 7329870, 7329872, 7333202	151	8	2976	9.854304635761588	0.5959218177045522	0.1807006672908191	0.1807006672908191
UP_KW_CELLULAR_COMPONENT	KW-0964~Secreted	5	2.564102564102564	0.005955423411684404	7333201, 7329870, 7329809, 7329872, 7333202	80	12	1188	6.187499999999999	0.08022406486055977	0.04168796388179083	0.04168796388179083
INTERPRO	IPR046358:Flagellin_C	4	2.051282051282051	0.006747782187047096	7333201, 7329870, 7329872, 7333202	177	8	3317	9.370056497175142	0.981834400880234	0.4993358818414851	0.4976489362947233
INTERPRO	IPR001492:Flagellin	4	2.051282051282051	0.006747782187047096	7333201, 7329870, 7329872, 7333202	177	8	3317	9.370056497175142	0.981834400880234	0.4993358818414851	0.4976489362947233
GOTERM_MF_DIRECT	GO:0005315~inorganic phosphate transmembrane transporter activity	3	1.5384615384615385	0.008366866958538608	7330747, 7330746, 7330745	128	3	2353	18.3828125	0.6412221954153208	0.25518944223542755	0.2530977254957929
INTERPRO	IPR010104:TonB_rcpt_bac	5	2.564102564102564	0.010578276193795203	7333562, 7333309, 7329797, 7329997, 7331325	177	17	3317	5.511797939514789	0.9981557772045481	0.6958155007474177	0.6934647727043523
UP_SEQ_FEATURE	COMPBIAS:Basic and acidic residues	13	6.666666666666667	0.011777118008864997	17829447, 7329978, 7333044, 7330094, 7332766, 7330774, 7331652, 7330244, 7330888, 7333026, 7331206, 7331899, 7331204	151	115	2976	2.227929743737403	0.8405919051154931	0.3042422152290124	0.3042422152290124
UP_KW_BIOLOGICAL_PROCESS	KW-0653~Protein transport	6	3.076923076923077	0.012598852438402298	7331654, 7331653, 7330388, 7330217, 7330777, 7330216	63	19	788	3.9498746867167918	0.2988328299340015	0.08819196706881609	0.08504225395921551
GOTERM_BP_DIRECT	GO:0006817~phosphate ion transport	3	1.5384615384615385	0.012766768010840182	7330749, 7330748, 7330745	96	3	1417	14.760416666666666	0.6233810057144225	0.31916920027100454	0.31916920027100454
GOTERM_MF_DIRECT	GO:0005198~structural molecule activity	4	2.051282051282051	0.018416323854486473	7333201, 7329870, 7329872, 7333202	128	11	2353	6.684659090909091	0.8964538528242486	0.4493583020494699	0.4456750372785726
GOTERM_CC_DIRECT	GO:0015934~large ribosomal subunit	4	2.051282051282051	0.02020031608913184	7332220, 7330484, 7333041, 7333048	105	8	1312	6.247619047619048	0.3872334068911707	0.11431534815859333	0.10002592963876916
GOTERM_BP_DIRECT	GO:0043165~Gram-negative-bacterium-type cell outer membrane assembly	3	1.5384615384615385	0.024420580700561967	7333320, 7333395, 7331225	96	4	1417	11.0703125	0.8472575073642119	0.4578858881355369	0.4578858881355369
INTERPRO	IPR001917:Aminotrans_II_pyridoxalP_BS	3	1.5384615384615385	0.025176017619208155	7333613, 7330146, 7332967	177	5	3317	11.24406779661017	0.9999997218280148	1.0	0.9983079526226735
GOTERM_CC_DIRECT	GO:0005576~extracellular region	5	2.564102564102564	0.025712038014665532	7333201, 7329870, 7329809, 7329872, 7333202	105	15	1312	4.165079365079365	0.46482467971904384	0.11431534815859333	0.10002592963876916
GOTERM_CC_DIRECT	GO:0009288~bacterial-type flagellum	4	2.051282051282051	0.028578837039648333	7333201, 7329870, 7329872, 7333202	105	9	1312	5.553439153439154	0.5013664981936022	0.11431534815859333	0.10002592963876916
UP_KW_BIOLOGICAL_PROCESS	KW-0410~Iron transport	4	2.051282051282051	0.03736220206049436	7332594, 7330256, 7332846, 7330843	63	10	788	5.003174603174603	0.6556806050083148	0.20922833153876838	0.20175589112666953
GOTERM_MF_DIRECT	GO:0005507~copper ion binding	3	1.5384615384615385	0.0375772430366607	7331399, 7332515, 7332511	128	6	2353	9.19140625	0.990653741373306	0.7640706084121008	0.7578077345726575
KEGG_PATHWAY	ccs01200:Carbon metabolism	14	7.179487179487179	0.038007101540650956	7329733, 7332461, 7331041, 7332032, 7332033, 7331040, 7330268, 7330123, 7332234, 7331966, 7333213, 7332235, 7333445, 7331039	92	105	1235	1.7898550724637683	0.9309984642769739	0.655622501576229	0.655622501576229
UP_KW_LIGAND	KW-0186~Copper	3	1.5384615384615385	0.045172463886518396	7332514, 7332515, 7332511	45	6	734	8.155555555555557	0.6032666575016461	0.8672181033519111	0.8672181033519111
KEGG_PATHWAY	ccs02020:Two-component system	16	8.205128205128204	0.04901451475595434	7330958, 7330749, 7330615, 7329872, 7332891, 7331171, 7333497, 7333201, 7332195, 7329870, 7332196, 7332234, 7331614, 7333202, 7333379, 7333149	92	131	1235	1.639561898440093	0.9688112262077625	0.67640030363217	0.67640030363217
INTERPRO	IPR006311:TAT_signal	8	4.102564102564102	0.050762806029388756	7330615, 7329783, 7332195, 7330169, 7333380, 7331614, 7331526, 7330964	177	64	3317	2.3425141242937855	0.9999999999999597	1.0	0.9983079526226735
UP_KW_CELLULAR_COMPONENT	KW-0997~Cell inner membrane	13	6.666666666666667	0.06675854819818383	7330219, 7330747, 7329733, 7330094, 7332451, 7332558, 7330388, 7331652, 7332417, 7330217, 7330745, 7333357, 7332511	80	114	1188	1.6934210526315792	0.6198838791028083	0.31153989159152456	0.31153989159152456
KEGG_PATHWAY	ccs00564:Glycerophospholipid metabolism	4	2.051282051282051	0.07785179561785269	7332055, 7330297, 7333329, 7330964	92	14	1235	3.835403726708074	0.996273938489041	0.8952956496053059	0.8952956496053059
INTERPRO	IPR010917:TonB_rcpt_CS	3	1.5384615384615385	0.07882299186442351	7330256, 7333380, 7329997	177	9	3317	6.246704331450094	1.0	1.0	0.9983079526226735
INTERPRO	IPR029052:Metallo-depent_PP-like	3	1.5384615384615385	0.07882299186442351	7332451, 7330615, 7331614	177	9	3317	6.246704331450094	1.0	1.0	0.9983079526226735
UP_KW_LIGAND	KW-0408~Iron	12	6.153846153846154	0.08672181033519111	7332891, 7332594, 7332195, 7332196, 7332514, 7330256, 7332966, 7332846, 7331398, 7332862, 7330843, 7331744	45	120	734	1.6311111111111112	0.8370472385780918	0.8672181033519111	0.8672181033519111
UP_SEQ_FEATURE	DOMAIN:Aminotransferase class I/classII	3	1.5384615384615385	0.08706852523256926	7333613, 7330146, 7332967	151	10	2976	5.912582781456954	0.9999992622351648	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Phospholipase D N-terminal	2	1.0256410256410255	0.09828205475755233	7330615, 7331614	151	2	2976	19.708609271523176	0.9999998913673251	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Carrier	2	1.0256410256410255	0.09828205475755233	7331214, 7333614	151	2	2976	19.708609271523176	0.9999998913673251	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Cytochrome oxidase subunit II copper A binding	2	1.0256410256410255	0.09828205475755233	7331399, 7332515	151	2	2976	19.708609271523176	0.9999998913673251	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Cytochrome oxidase subunit II transmembrane region profile	2	1.0256410256410255	0.09828205475755233	7331399, 7332515	151	2	2976	19.708609271523176	0.9999998913673251	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:PhoD-like phosphatase metallophosphatase	2	1.0256410256410255	0.09828205475755233	7330615, 7331614	151	2	2976	19.708609271523176	0.9999998913673251	1.0	1.0
