Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_MOLECULAR_FUNCTION	KW-0820~tRNA-binding	8	4.102564102564102	3.000973416469557E-6	7332186, 7333045, 7330328, 7330484, 7332866, 7333050, 7331783, 7330327	135	11	1781	9.594612794612795	8.702457280373999E-5	1.4504704846269524E-5	1.2003893665878227E-5
GOTERM_MF_DIRECT	GO:0000049~tRNA binding	10	5.128205128205128	3.3382493384805554E-6	7332186, 7332593, 7333045, 7330328, 7330484, 7332866, 7333050, 7331783, 7333037, 7330327	151	22	2353	7.083082480433474	3.9049955971826034E-4	1.3019172420074165E-4	1.2796622464175463E-4
KEGG_PATHWAY	ccs00785:Lipoic acid metabolism	9	4.615384615384616	1.5833133560751416E-5	7332461, 7331272, 7331041, 7331045, 7331265, 7332460, 7331042, 7332459, 7331266	126	14	1235	6.301020408163264	0.0010128153259761907	2.5333013697202266E-4	2.3749700341127124E-4
GOTERM_CC_DIRECT	GO:0015935~small ribosomal subunit	6	3.076923076923077	7.368262988263577E-5	7333055, 7330328, 7332946, 7333042, 7333328, 7330327	142	6	1312	9.23943661971831	0.0019875265517974583	6.63143668943722E-4	5.894610390610862E-4
UP_KW_BIOLOGICAL_PROCESS	KW-0813~Transport	40	20.51282051282051	1.0193057851472021E-4	7330946, 7330746, 7329698, 7329797, 7333380, 7329898, 7329997, 7329733, 7333562, 7332594, 7331341, 7329692, 7332195, 7332196, 7332514, 7332558, 7330256, 7332515, 7332559, 7331002, 7331526, 7333104, 7330777, 7330214, 7330614, 7333309, 7332560, 7331073, 7331293, 7331072, 7331071, 7333058, 7329783, 7331654, 7331653, 7331652, 7332846, 7333357, 7330842, 7332864	75	254	788	1.6545931758530181	0.0037645199913521887	0.002149400737733477	0.002149400737733477
UP_KW_BIOLOGICAL_PROCESS	KW-0816~Tricarboxylic acid cycle	6	3.076923076923077	1.1618382366126901E-4	7332957, 7330123, 7329732, 7331966, 7329733, 7331039	75	7	788	9.005714285714285	0.0042898235278877594	0.002149400737733477	0.002149400737733477
INTERPRO	IPR039426:TonB-dep_rcpt-like	10	5.128205128205128	1.1845921393228016E-4	7331293, 7332594, 7330614, 7330256, 7332846, 7333380, 7329698, 7333104, 7330842, 7332864	188	36	3317	4.901004728132388	0.08512527835466654	0.01779257393262848	0.017697806561482655
KEGG_PATHWAY	ccs01200:Carbon metabolism	24	12.307692307692308	1.3974649075151972E-4	7331979, 7332957, 7329732, 7329733, 7332461, 7331272, 7331041, 7331261, 7332033, 7331040, 7331045, 7331265, 7332460, 7331042, 7332031, 7332459, 7330123, 7330442, 7331266, 7331966, 7333213, 7331931, 7330148, 7331039	126	105	1235	2.240362811791383	0.008904518243602277	0.0017887550816194525	0.0016769578890182366
GOTERM_CC_DIRECT	GO:0009279~cell outer membrane	22	11.282051282051283	3.2791257396259954E-4	7330946, 7330614, 7333309, 7329797, 7333380, 7329698, 7329997, 7329898, 7331293, 7333562, 7332594, 7331341, 7329692, 7329783, 7330256, 7332846, 7330111, 7331526, 7333104, 7330842, 7330214, 7332864	142	91	1312	2.2337099520198107	0.008816000571646665	0.0022134098742475467	0.001967475443775597
GOTERM_CC_DIRECT	GO:0015934~large ribosomal subunit	6	3.076923076923077	5.739514713976426E-4	7332220, 7333057, 7330484, 7333041, 7333043, 7333048	142	8	1312	6.929577464788732	0.01538161433938201	0.00309933794554727	0.0027549670627086843
INTERPRO	IPR012340:NA-bd_OB-fold	8	4.102564102564102	6.957385013779859E-4	7332808, 7330109, 7332133, 7332123, 7330328, 7333047, 7333041, 7331896	188	28	3317	5.041033434650456	0.40707149989572367	0.08708326908914457	0.08661944342155925
KEGG_PATHWAY	ccs01210:2-Oxocarboxylic acid metabolism	11	5.641025641025641	0.0012509454723896186	7331272, 7331041, 7331979, 7332957, 7331045, 7331265, 7331581, 7331042, 7330123, 7332280, 7331266	126	34	1235	3.1711017740429503	0.07698577020287911	0.01334341837215593	0.012509454723896186
INTERPRO	IPR009000:Transl_B-barrel_sf	5	2.564102564102564	0.0015707668895268208	7332131, 7332866, 7333038, 7330326, 7330325	188	10	3317	8.821808510638297	0.6928973983036483	0.16852084771923465	0.16762326663950503
UP_KW_DOMAIN	KW-0732~Signal	36	18.461538461538463	0.0020498825127416315	7330946, 7330902, 7329698, 7329797, 7333380, 7329898, 7329997, 7332197, 7333562, 7332594, 7331364, 7331341, 7329692, 7330256, 7332515, 7332416, 7333026, 7331526, 7333104, 7330214, 7331803, 7330614, 7333309, 7331808, 7329702, 7331293, 7329783, 7331097, 7330169, 7331654, 7330565, 7332846, 7330964, 7332423, 7330842, 7332864	59	531	1289	1.4811835679402472	0.01628188471917802	0.005466353367311017	0.004099765025483263
GOTERM_MF_DIRECT	GO:0046933~proton-transporting ATP synthase activity, rotational mechanism	5	2.564102564102564	0.0024628219514905695	7332560, 7331072, 7331071, 7332558, 7332559	151	10	2353	7.791390728476823	0.2506173788722478	0.07203754208109917	0.07080613110535387
INTERPRO	IPR004161:EFTu-like_2	4	2.051282051282051	0.00310776232732611	7332131, 7332866, 7330326, 7330325	188	6	3317	11.76241134751773	0.9034373915052832	0.29174118847773856	0.2901873073140755
INTERPRO	IPR000795:T_Tr_GTP-bd_dom	4	2.051282051282051	0.007998676898935747	7332131, 7332866, 7330326, 7330325	188	8	3317	8.821808510638297	0.9975972930541449	0.6674451501223051	0.663890182611667
INTERPRO	IPR004087:KH_dom	3	1.5384615384615385	0.009133764446404272	7333044, 7332133, 7332123	188	3	3317	17.643617021276594	0.9989830786496182	0.6859457099249607	0.6822922041463991
UP_KW_CELLULAR_COMPONENT	KW-0964~Secreted	5	2.564102564102564	0.009148574874673658	7331261, 7333201, 7329870, 7329809, 7333202	90	12	1188	5.499999999999999	0.12877952124608816	0.06861431156005243	0.05946573668537877
UP_KW_PTM	KW-0488~Methylation	4	2.051282051282051	0.009406800791182841	7330328, 7330485, 7333038, 7330566	15	6	159	7.066666666666666	0.03709959748010594	0.04703400395591421	0.04703400395591421
UP_KW_MOLECULAR_FUNCTION	KW-0143~Chaperone	6	3.076923076923077	0.011002715011111526	7333370, 7333151, 7333373, 7330531, 7330530, 7330111	135	19	1781	4.166081871345029	0.2744658121243163	0.0455826764746049	0.03772359432381094
UP_KW_DOMAIN	KW-0450~Lipoyl	3	1.5384615384615385	0.011265684691298215	7332461, 7331042, 7331266	59	4	1289	16.385593220338983	0.08665079019660893	0.02253136938259643	0.016898527036947324
INTERPRO	IPR010917:TonB_rcpt_CS	4	2.051282051282051	0.011505195090233046	7331293, 7330256, 7333380, 7329997	188	9	3317	7.84160756501182	0.9998318225401585	0.7854910466150016	0.7813073393094623
SMART	SM00322:KH	3	1.5384615384615385	0.012832879985693591	7333044, 7332133, 7332123	46	3	666	14.478260869565217	0.48248282567763456	0.6263494727350584	0.6263494727350584
UP_SEQ_FEATURE	DOMAIN:S1 motif	3	1.5384615384615385	0.013616253225705817	7332133, 7332123, 7331896	148	4	2976	15.08108108108108	0.8914981811736847	0.7352776741881141	0.7352776741881141
INTERPRO	IPR005225:Small_GTP-bd_dom	4	2.051282051282051	0.01576280717617043	7332131, 7332866, 7330326, 7330325	188	10	3317	7.057446808510638	0.9999934244963451	0.8807239511532813	0.8760330113335567
INTERPRO	IPR029061:THDP-binding	4	2.051282051282051	0.01576280717617043	7331041, 7331265, 7331266, 7331931	188	10	3317	7.057446808510638	0.9999934244963451	0.8807239511532813	0.8760330113335567
GOTERM_MF_DIRECT	GO:0003924~GTPase activity	5	2.564102564102564	0.01579916387764914	7332131, 7332866, 7330326, 7332973, 7330325	151	16	2353	4.869619205298013	0.8448340698620058	0.31281909668705504	0.3074717617009516
GOTERM_MF_DIRECT	GO:0008137~NADH dehydrogenase (ubiquinone) activity	4	2.051282051282051	0.016042004958310516	7333352, 7333344, 7333351, 7333345	151	9	2353	6.925680647534953	0.8492499760339394	0.31281909668705504	0.3074717617009516
INTERPRO	IPR003029:S1_domain	3	1.5384615384615385	0.017591024323967003	7332133, 7332123, 7331896	188	4	3317	13.232712765957446	0.9999983724527807	0.8807239511532813	0.8760330113335567
INTERPRO	IPR003016:2-oxoA_DH_lipoyl-BS	3	1.5384615384615385	0.017591024323967003	7332461, 7331042, 7331266	188	4	3317	13.232712765957446	0.9999983724527807	0.8807239511532813	0.8760330113335567
KEGG_PATHWAY	ccs00010:Glycolysis / Gluconeogenesis	8	4.102564102564102	0.017783603858815382	7331261, 7331272, 7332033, 7331045, 7331265, 7332031, 7331266, 7333213	126	28	1235	2.8004535147392287	0.6828538159639965	0.16259294956631207	0.15243089021841755
GOTERM_BP_DIRECT	GO:0019464~glycine decarboxylation via glycine cleavage system	3	1.5384615384615385	0.019514053230473987	7332461, 7332460, 7332459	119	3	1417	11.907563025210084	0.8199473654236014	0.5594028592735877	0.5594028592735877
GOTERM_MF_DIRECT	GO:0003899~DNA-directed 5'-3' RNA polymerase activity	3	1.5384615384615385	0.022244765408666586	7332227, 7331785, 7332226	151	4	2353	11.687086092715232	0.9280671089227603	0.37180536468771297	0.3654497174280939
SMART	SM00316:S1	3	1.5384615384615385	0.02456272442098268	7332133, 7332123, 7331896	46	4	666	10.858695652173912	0.7187019395121497	0.6263494727350584	0.6263494727350584
UP_KW_CELLULAR_COMPONENT	KW-0963~Cytoplasm	29	14.871794871794872	0.025538718494996608	7332808, 7330109, 7330709, 7332131, 7331261, 7332593, 7332133, 7330531, 7330530, 7331002, 7332135, 7333368, 7332973, 7333149, 7332280, 7332186, 7332123, 7333373, 7333613, 7331214, 7331235, 7332866, 7330244, 7333059, 7333379, 7330326, 7330325, 7330148, 7331710	90	266	1188	1.4390977443609023	0.32162658776263364	0.12769359247498305	0.1106677801449853
UP_KW_BIOLOGICAL_PROCESS	KW-0406~Ion transport	8	4.102564102564102	0.028011797692218923	7332560, 7332594, 7331073, 7329692, 7330256, 7332559, 7332846, 7330842	75	33	788	2.547070707070707	0.6504922870884648	0.3454788382040334	0.3454788382040334
INTERPRO	IPR005475:Transketolase-like_Pyr-bd	3	1.5384615384615385	0.02823769255916328	7331041, 7331266, 7331931	188	5	3317	10.586170212765957	0.9999999995454336	1.0	0.996
INTERPRO	IPR015422:PyrdxlP-dep_Trfase_small	6	3.076923076923077	0.03139299108487646	7331581, 7332460, 7333613, 7332459, 7332280, 7330148	188	32	3317	3.3081781914893615	0.9999999999604767	1.0	0.996
UP_SEQ_FEATURE	REGION:Disordered	44	22.564102564102566	0.03167113866057102	7332808, 7330329, 7330328, 7332946, 7329732, 7332131, 7333044, 7332594, 7332133, 7333041, 7329692, 7332195, 7331042, 7330774, 7332514, 7332558, 7330773, 7332515, 7330530, 7332416, 7331783, 7332417, 7333026, 7333345, 7333368, 7331206, 7332973, 7331204, 7331989, 7329844, 7333055, 7331073, 7333057, 7333036, 7333053, 7329783, 7332227, 7331652, 7330244, 7333038, 7330964, 7332423, 7331710, 7330566	148	671	2976	1.3185644661054499	0.9945586587288493	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Tr-type G	3	1.5384615384615385	0.03188497914714533	7332131, 7332866, 7330325	148	6	2976	10.054054054054054	0.9947499036083842	1.0	1.0
GOTERM_MF_DIRECT	GO:0097216~guanosine tetraphosphate binding	3	1.5384615384615385	0.035534815577729625	7332866, 7330326, 7330325	151	5	2353	9.349668874172187	0.9854946928221416	0.5196966778242957	0.5108129739298634
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	3	1.5384615384615385	0.03690943699904434	7332227, 7331785, 7332226	119	4	1417	8.930672268907562	0.9620650005830941	0.7533935356474446	0.7533935356474446
SMART	SM00861:Transket_pyr	3	1.5384615384615385	0.039186639235552996	7331041, 7331266, 7331931	46	5	666	8.68695652173913	0.8698060769622207	0.6661728670044009	0.6661728670044009
KEGG_PATHWAY	ccs00630:Glyoxylate and dicarboxylate metabolism	10	5.128205128205128	0.04071265531735646	7332461, 7331272, 7331979, 7331045, 7332460, 7332459, 7330123, 7331966, 7333379, 7330148	126	47	1235	2.0854441067207024	0.9300612658893268	0.3257012425388517	0.30534491488017346
UP_SEQ_FEATURE	DOMAIN:Flagellin N-terminal	3	1.5384615384615385	0.0432112393626926	7333201, 7329870, 7333202	148	7	2976	8.617760617760618	0.9992198061271365	1.0	1.0
GOTERM_BP_DIRECT	GO:0015031~protein transport	4	2.051282051282051	0.04380194974694446	7333373, 7331654, 7331653, 7330777	119	10	1417	4.763025210084034	0.9796921811271146	0.7533935356474446	0.7533935356474446
INTERPRO	IPR015424:PyrdxlP-dep_Trfase	6	3.076923076923077	0.04420479470300041	7331581, 7332460, 7333613, 7332459, 7332280, 7330148	188	35	3317	3.0246200607902733	0.9999999999999982	1.0	0.996
INTERPRO	IPR015421:PyrdxlP-dep_Trfase_major	6	3.076923076923077	0.04420479470300041	7331581, 7332460, 7333613, 7332459, 7332280, 7330148	188	35	3317	3.0246200607902733	0.9999999999999982	1.0	0.996
UP_KW_CELLULAR_COMPONENT	KW-0139~CF(1)	3	1.5384615384615385	0.04782662429903315	7332560, 7332558, 7332559	90	5	1188	7.92	0.5205531098009637	0.1793498411213743	0.15543652897185775
INTERPRO	IPR020568:Ribosomal_Su5_D2-typ_SF	4	2.051282051282051	0.048581122326398704	7333055, 7332123, 7333368, 7330326	188	15	3317	4.704964539007092	0.9999999999999999	1.0	0.996
KEGG_PATHWAY	ccs03020:RNA polymerase	3	1.5384615384615385	0.05320869607319669	7332227, 7331785, 7332226	126	4	1235	7.351190476190476	0.9697815166196725	0.3783729498538431	0.35472464048797797
INTERPRO	IPR031157:G_TR_CS	3	1.5384615384615385	0.05503814457963205	7332866, 7330326, 7330325	188	7	3317	7.561550151975683	1.0	1.0	0.996
INTERPRO	IPR001029:Flagellin_N	3	1.5384615384615385	0.05503814457963205	7333201, 7329870, 7333202	188	7	3317	7.561550151975683	1.0	1.0	0.996
UP_SEQ_FEATURE	DOMAIN:Flagellin C-terminal	3	1.5384615384615385	0.055779865832967616	7333201, 7329870, 7333202	148	8	2976	7.54054054054054	0.9999084058746277	1.0	1.0
UP_KW_MOLECULAR_FUNCTION	KW-1278~Translocase	5	2.564102564102564	0.05772275054209528	7332560, 7333351, 7332515, 7331002, 7332510	135	20	1781	3.2981481481481483	0.8216872241527364	0.2092449707150954	0.17316825162628585
GOTERM_BP_DIRECT	GO:0042773~ATP synthesis coupled electron transport	3	1.5384615384615385	0.05819918717413931	7333344, 7333351, 7333345	119	5	1417	7.14453781512605	0.9945745183289665	0.8341883494959967	0.8341883494959967
UP_KW_BIOLOGICAL_PROCESS	KW-0410~Iron transport	4	2.051282051282051	0.05892006997719167	7332594, 7330256, 7332846, 7330842	75	10	788	4.2026666666666666	0.894274213109565	0.5343193959750017	0.5343193959750017
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	38	19.48717948717949	0.06342890743554708	7330109, 7330709, 7332131, 7332593, 7332133, 7332195, 7333042, 7330774, 7330531, 7331785, 7330696, 7330530, 7331002, 7332135, 7333368, 7332973, 7333149, 7332138, 7332280, 7332186, 7332123, 7333051, 7333054, 7333373, 7333613, 7331214, 7331235, 7332866, 7330123, 7330244, 7333059, 7332124, 7333379, 7330326, 7330325, 7330148, 7331710, 7331039	142	274	1312	1.2813817209828313	0.8295487364306258	0.26263208526884313	0.23345074246119388
GOTERM_MF_DIRECT	GO:0005524~ATP binding	23	11.794871794871794	0.06347123017490719	7330109, 7332186, 7332593, 7332560, 7329690, 7333370, 7333283, 7333151, 7332558, 7330531, 7331235, 7332559, 7330530, 7332417, 7331002, 7333059, 7333213, 7333379, 7333368, 7333149, 7332138, 7331039, 7331710	151	248	2353	1.4451773125400555	0.9995344445399714	0.7602433965770574	0.7472477829603555
INTERPRO	IPR006311:TAT_signal	8	4.102564102564102	0.06627158347782515	7330615, 7329783, 7332195, 7330169, 7333380, 7331614, 7331526, 7330964	188	64	3317	2.205452127659574	1.0	1.0	0.996
INTERPRO	IPR010104:TonB_rcpt_bac	4	2.051282051282051	0.0668895051436505	7333562, 7333309, 7329797, 7329997	188	17	3317	4.151439299123905	1.0	1.0	0.996
GOTERM_CC_DIRECT	GO:0005576~extracellular region	5	2.564102564102564	0.06808979988451488	7331261, 7333201, 7329870, 7329809, 7333202	142	15	1312	3.07981220657277	0.851029675923462	0.26263208526884313	0.23345074246119388
GOTERM_MF_DIRECT	GO:0004129~cytochrome-c oxidase activity	3	1.5384615384615385	0.06860091637530907	7332514, 7332515, 7332510	151	7	2353	6.67833491012299	0.9997551560721166	0.7602433965770574	0.7472477829603555
UP_SEQ_FEATURE	DOMAIN:Lipoyl-binding	3	1.5384615384615385	0.06944225802604553	7332461, 7331042, 7331266	148	9	2976	6.7027027027027035	0.9999913618861822	1.0	1.0
INTERPRO	IPR046358:Flagellin_C	3	1.5384615384615385	0.07071796714022482	7333201, 7329870, 7333202	188	8	3317	6.616356382978723	1.0	1.0	0.996
INTERPRO	IPR001492:Flagellin	3	1.5384615384615385	0.07071796714022482	7333201, 7329870, 7333202	188	8	3317	6.616356382978723	1.0	1.0	0.996
